"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"OllieSuave-007","14 June 2016","This is a fast-paced and adrenaline-pumping Marvel film featuring the super god Thor (Chris Hemsworth), who was cast out of his home on Planet Asgard by his father Odin (Anthony Hopkins) for his arrogance and sent to live on Earth with the humans. He tries to blend in and meets scientist Jane Foster (Natalie Portman), learning the lessons of humanity from her and falling in love - all the while dealing with a super villain from his homeland that has come to wreck havoc on Earth.Thor is nonstop action, from the mighty warrior fighting the Frost Giants on his home planet to him joining forces with his warrior comrades - Volstagg (Ray Stevenson), Fandral (Josh Dallas), Hogun (Tadanobu Asano) and Sif (Jaimie Alexander) - to battle the super villain on Earth. This movie is also nonstop suspense, from U.S. government agents poking around investigating Thor's weapon and presence on Earth to Odin delivering some family drama in the story.There is plenty of decent and spectacular special effects to highlight the tension in the plot, as well as a good dose of comic relief where appropriate, though, some was overdone at certain points, courtesy of the blabbermouth Darcy Lewis (Kat Dennings).The movie is a little too high on the CGI, but, the graphics were beautiful and blends in well with the visual effects at least. The acting was mostly good, with good chemistry between Hemsworth and Portman, and great action teamwork with Stevenson, Dallas, Asano and Alexander.It's a great superhero film, overall, and one of the better ones from Marvel.Grade A-","
            7/10
            "
"FilmFanatic03","28 April 2011","There was something different about ""Thor"". Whilst not being the best super-hero film in the world, it was a great one and the best one since ""The Dark Knight"". However it was the first one in a while where it was a full on fantasy super-hero film where there are no possibilities and their powers are shown in a great way. There was a great balance of how much the Asgardian world was shown and how Earth was shown. Chris Hemsworth played the arrogant turned humble god Thor, however i think the star of the film was Tom Middleston for his acting had more depth expected from a super-hero film. Natalie Portman was OK, nothing amazing but nothing awful. Overall a good cast to bring to life a great film. Also the amazing thing worth noting is that there is no sexual scenes or strong language! See, you can have no swear words or rude scenes and you can still enjoy a great film!","
            7/10
            "
"tieman64","29 August 2011","Kenneth Branagh directs ""Thor"", a superhero movie which mixes the director's fondness for William Shakespeare (and theatre) with big budget, CGI, superhero, comic book nuttiness. Ironically, it's the film's Shakespearean aspects – a ""King Lear"" inspired narrative in which Gods and Wizards jostle for power and plot against one another whilst a wise King divides his kingdom between sons, outcasts and half-breeds – which work horribly. Probably because it's fundamentally impossible to take such ""high brow drama"" seriously when everyone is wearing underwear, capes and standing on glowing rainbows. It would take a genius to conceive of a believable ""trans-dimensional landscape"" in which alien beings, Gods and lords can convincingly frolic whilst quoting The Bard.Still, the film's other subplot, which takes the form of a culture-clash comedy in which the mighty Thor bumbles about contemporary America whilst a chirpy Natalie Portman lusts after his heavenly body, works well. Think such ""fish out of water"" comedies like Arnold Schwarzenegger's ""Hercules in New York"", ""The Voyage Home"", ""The Terminal"", ""Moscow on the Hudson"" or ""Time After Time"", and you've got an idea of what Branagh is tapping into. This aspect of the film is cute, but not worth suffering the director's Greco-mythological train wreck.Like most super hero movies, the overriding theme is proto-fascist: ""how to wield absolute power benevolently"".6/10 - Worth one viewing. See Branagh's underrated ""Frankenstein"".","
            8/10
            "
"CuriosityKilledShawn","1 May 2011","Whoever thought Kenneth Branagh, the man who once gave us a 4-hour long 70mm adaptation of Hamlet, would take a stab at a comic-book movie? I've never read a Thor comic in my life, nor have I been exposed to any other Thor material, so walking into this movie was my introduction to the character. As an outsider to this side of the Marvel universe, I have to admit that the opening 20 minutes are very hard to follow. But as soon as Thor is banished from Asgaard and dumped on Earth, things pick up considerably.There's plenty of fun to be had (in the vein of Crocodile Dundee) as Thor bumbles his way through human life, encountering the underused and sort-of miscast Natalie Portman, the awesome Stellan Skarsgard, and the cute Kat Dennings. But any time the film cuts back to Asgaard it stops dead. The conspiracy involving the Frost Giants was boring and nearly incomprehensible. I'm disappointed that this is the best story they could come up with to carry the movie. It just didn't hook me.I'm growing tired of comic-book movies, but at least Thor didn't have to go down the old 'origin story' path, it gets a few extra points for that. But I'm afraid the fun of the Earth-bound half of the film is crippled by the dull Asgaard plot.And the converted 3D is awful too. Stick with the 2D version people, you'll save yourself a headache. It might have been worth it if Kat Dennings got her ample cleavage out, but she doesn't!","
            4/10
            "
"turagjubayer","31 May 2020","Thor is my favourite superhero.
I really like this movie","
            8/10
            "
"g-bodyl","5 February 2013","In the road leading up to the Avengers, Marvel continues to release above-average superhero films and ones with mighty hearts. Thor continues that trend because it's a really good movie. There are great visuals, great characters to relate to, and just a good time.Kenneth Branagh's film is about a God of Thunder, Thor who is cast away from Asgard with no powers because of his arrogance. He meets Jane and her scientist friends and teams up with them so he can find his way back home. But there is a certain Loki who just might try to stop that...Chris Hemsworth plays a really good Thor in his first leading role in film. He plays the arrogant part very well. Loki is not the meanest villain out there but he is still effective as the villain trying to look innocent in the eyes of his people. This movie has such an impressive cast for the kind of film it is.Overall, this is another good superhero film that has good action and very good visual effects/production design. Now, I do not like to call critics out especially Roger Ebert since he is my favorite. But, I have no idea why he was so outspoken against this film. I thought this is a very good film that has me really excited for the sequel and the Avengers. I rate this film 9/10.","
            5/10
            "
"dlhall-5-184918","30 May 2011","I could only stand about 3 minutes of this ****. Maybe if your life is comic books and not Norse mythology you could stomach this cheap rip off, but realize you're being ripped off. Thor was not a comic book figure and it does an injustice to an ancient culture to pass this off as at all meaningful. I found it disgusting. This is an hour or so you could be doing something else, anything else: go ride your bike, walk in the park, have a coffee, talk to somebody...anything but waste your time with this ****. Apparently I'm not allowed to be succinct in an IMDb review ; I am required to write at least ten lines of type. I could review this movie in one word. It wouldn't be nice. So I'll just say WASTE OF TIME.","
            8/10
            "
"jouvenaz","2 May 2011","There's really not enough curses in the world to describe this piece of drab uninspired humdrum. This movie rates a full star out of ten for two reasons: Natalie Portman is hot One star is the lowest possible ratingThe movie starts with a long and superfluous intro, which is frankly boring. It's a fight scene where neither 3D nor special effects work well. Fast forward 1000 years and nobody has learned anything. Natalie Portman is hot, Thor is ripped, the story is lame. Everything is third rate until the guardian comes to earth, when finally we see some descent pyrotechnics. The fights lack choreography, the explosions lack oomph, there's neither character development nor dialogue.Listless, wantonly commercial sequels like Spiderman 3, Star Wars 4,5,6, Blade 3, etc beat this overly expensive monstrosity of failure hands down. I've said it before about ""love and other drugs"" and I'll say it again about ""Thor"": I go to the cinema for free, and I still wanted my money back. Thor cost me two hours of my life that I'll never get back again.","
            7/10
            "
"The-Last-Prydonian","2 May 2011","With just one more movie to go before next years big screen adaptation of Marvel comics ""The Avengers"" hits the big screen ""Thor"", the penultimate film in the Marvel chain of films that makes up one quarter of the Avengers team that acts as a precedent to what is to come. Preceded by ""Iron Man"" and It's sequel as well as 2008's ""The Incredible Hulk"" reboot, not one of those films (although none of which were bad) were anything close to remarkable. So with this in mind I have to admit that my hopes for ""Thor"" weren't incredibly high but I decided to at least give it a chance and watch the movie with an open mind. However once again I can't say that my expectations were not confirmed.The set up which is plain and simple enough is this, King Odin (Anthony Hopkins) rules over the world of Asgard. A realm where magic and science are one and the same. His people defend the nine realms from the Frost Giants of Jotunheim and in defending the Norse people of Earth in 970 AD they come to be worshipped as Gods. In the present Odin has two sons Loki (Tom Hiddleston) and Thor(Chris Hemsworth) who will one day take his father's place and ascend the throne of Asgard. When a group of Frost Giants invade their kingdom in a failed bid to retrieve the Casket of Ancient Winters which was taken from them by the Asgaridans after their defeat over a millennia ago. Thor demands that an example must be made of their icy foes. Going against the orders of Odin he leads a band of his friends to confront them ultimately leading to a war which enrages Odin who strips Thor of his powers and exiles him to Earth. It is on Earth he is eventaully forced to redeem himself and become Earth's greatest defender while befriending scientist Jane Foster (Nathalie Portman)As a film ""Thor"" marks a departure for it's director Kenneth Brangah who up until now has been concerned mainly with helming serious drama's as well as his trademark inclination for adapting Shakespeare's plays to the big screen. I was intrigued how he would cope with handling a big budget fantasy/adventure movie and It's to his credit that he does an admirable job. His handling of the fight scenes is top notch and are well choreographed where upon the cinematography fits in well with the flow of the action. While the more light hearted moments of the script compliment the overall feel of the film which means it never takes itself too seriously. The fish out of water moments where Thor explores the new world that he has found himself banished strike the right chord and are handled with good natured charm. As Thor Chris Hemsworth is equal parts charismatic and charming while portraying the acquired level of cockiness so that he makes a affable yet flawed hero who doesn't fall beyond the way side in to caricature. He also proves to also be adept at the more physical aspects. The supporting cast are also solid with Nathalie Portman proving to be likable and touches the right note of sincerity as Jane, while being a neat foil to Hemsworth with Anthony Hopkins providing a commanding and wise presence as Odin. But the break through performance for me has to go to Tom Hiddleston who is fantastic as Loki. He really makes you believe in Thor's stepbrother if at times you find yourself struggling to completely swallow everything due to the slightly leaky script. I am keen to see how his career will progress on the back of ""Thor"" as he he is someone who I think might have a promising career ahead of him.What lets the film down is It's flat, routine plot which is overstepped by of the action and the overall grandeur spectacle. The sub-plot regarding Thor's road to redemption meanders in to cliché and is therefore predictable, relying on his trademark hammer as a threadbare tool to punctuate the point. Some of the characterisation from some of the supporting characters is a little too hammy and a bit thin on the ground and seem at times to be nothing more than window dressing to help further the progression of the films narrative. I also found myself not being able to reconcile myself to the motivations of Loki who the film tries to inject some depth in to him which goes beyond that of being a mere villain and that of a tragic figure but it doesn't come off as the least bit convincing. It's easier to envisage Loki as being a man driven by greed and ambition rather than that of a despondent antagonist left rocked by the sudden revelation that his father has been forced to impart on him. Triggering him to further an agenda to prove his inner worth. The presence of SHIELD, the government agency seen previously in ""Iron Man 2"" is only there to generate some action and create an obstacle to Thor retrieving his magical hammer which has been sent to Earth along with him. Anything other than that it just seems like they factor in as plot set up to next years Avengers movie and offer little else to the films plot making them largely obligatory. An overawing experience for non-fans although I suspect those more familiar with the comics will find more to like. I wouldn't bet my hopes on the film finding a wider appeal beyond it's fandom on the strengths of it. As this type of film goes It's inoffensive enough and passes the time and has It's colourful. little flourishes to commend it. However It's just another by the numbers blockbuster that ends up putting It's money where it's heart should be.","
            7/10
            "
"wookietower","15 April 2019","I re-watched this film yesterday as part of my effort to refresh my memory on the MCU prior to Endgame and while this one served its purpose as the origin story for Thor, it seems dated now and not nearly as good a film as others in the MCU. Watching this again in 2019, this movie looks like it was shot in the 1990's and has almost a Michael Bay type feeling to it. All of those slanted camera angles and quick shots during the action made it look out of touch.
Also (and I've seen other comments on this) the romantic sub-plot between Thor and Jane was just out of place and unnecessary in this film. I'm not that familiar with how their relationship was in the comics, but I realize there was some love interest between the two but it just seemed like an afterthought here and not done well.
Still, it sets the stage for the first Avengers film and does a good enough job with introducing Loki, Thor and the rest of Asgard to the MCU.","
            3/10
            "
"manateegrey","4 August 2013","This is one of those movies that could've been great, but falls victim to formulaic Hollywood thinking.Drop the unneeded quasi-romance and Natalie Portman, and you'd have a better movie.I'm also not sure about the casting choice for Thor. I get it, and I get why a lot of people are probably ga-ga about the choice, but Thor would be better off if he came across as more intelligent (and higher emotional IQ). Thor is supposed to be incredibly strong but not a derpy brute.Maybe I'm being too harsh. The fact of the matter is that the way the movie was done, you find yourself rooting way more for Loki, who is absolutely terrific.Have a spin-off with just Loki, and it'd prob be a ten.","
            10/10
            "
"aciarleglio","8 May 2011","Other than the Dark Knight best superhero movie to date. I don't know what else a COMIC book fan could want out of this film. I liked this take on Thor, one of my all time favorites. Sometimes critics forget some movies are supposed to be FUN!... THOR is great FUN! Chris was great as Thor and so was the rest of the cast. Loki was better than I could have hoped for. Go see it and let's hope the rest of the super hero films coming out this year are just as great. CAPTAIN America!!!!!!!! can't wait!!!! Then the Avengers Next! Man I feel like a kid again. All these action comic films bring back the memories of reading comics and wishing there were good films to match. If anyone remembers the 70's attempts at these characters you know how great it is to finally have good versions of some of these HEROES! Keep it up. Don't listen to the people that didn't like this movie, they obviously don't know what comics really represent to kids and adults alike.","
            7/10
            "
"cosmo_tiger","13 September 2011","""You are unworthy of your title, and I'll take from you your power! In the name of my father, and his father before him, I cast you out!"" Next in line for the throne Thor (Hemsworth) thinks he can do no wrong. After he leads an unsuccessful raid his father is not happy. Thor is cast out from his world and lands in present day and meets Jane (Portman). Together they must find a way to get him home. This is a rare type of comic book movie...one with an actual story that keeps you interested. The acting is also the best I have seen in a movie like this in a long, long time. Next to ""X-Men : First Class"" this is the best comic book movie of the summer, as well as one of the most exciting movies of the year. Even the little roles are memorable and add to the story. Anthony Hopkins and Renee Russo playing the mother and father give this movie credibility to being more then another super-hero movie. If you are a fan of comic book movies you will love this. If you are not, much like the new ""X-Men"" movie, you will still enjoy this. Overall, a very entertaining and fun movie that will not disappoint. I give it an A-.Would I watch again? - Yes I would.*Also try - Incredible Hulk & X-Men : First Class","
            8/10
            "
"tylerdburns-81322","2 September 2022","The fourth entry into the Marvel Cinematic Universe, Thor comes close to Iron Man in terms of it's quality. Simply put, this film is fun and entertaining, and unlike it's predecessor Iron Man 2, adds quite a lot to the Marvel Cinematic Universe. Casting, yet again, is simply perfect. The special effects, for the most part, still hold up incredibly well. It's villain is remarkable and not so predictable, unlike all it's previous counterparts. There's nothing much to complain about here, and it's quite a fun ride. The film is rooted in mythology, but takes such a unique, grounded approach, and it pays off tenfold.","
            8/10
            "
"jacobjohntaylor1","14 August 2018","If you what see a good action movie. See this movie. This is a great movie. It has great acting. It also has a great story line. It is very fast past. See it. It is one the best movies I have seen.","
            7/10
            "
"artistofthemind","11 May 2011","As the first installment of the upcoming Avengers movie, Thor was said to be one of the first great hits of the summer. The trailer is edited with just the right amount of action, humor, and dramatic moments. I try to give Hollywood the benefit of the doubt when it comes to showing all the best parts in the trailer, but recently they have been letting me down. The 3D was incredible, even though it was post-converted, but it was easy enough due to the fact that all the shots of Asgard (Thor's home world) were CG, and fifty percent of the movie was that. Still, props to this one - it's one of the first live-action movies to *almost* pull off the 3D.But still, this movie lacked. There were three holes in it that, from an artist's point of view, cannot be overlooked. A relationship that motivates a character, that is his driving force, and creates the ending as a byproduct, needs to be developed. Not thrown together, not seen as ""He's Thor! And that's Natalie Portman, of course it would happen!"" Terrible excuse, Hollywood. A romance that permeates a story like that cannot be put on a back-burner. Secondly, in a movie that is supposed to be epic enough to draw the audience back for Captain America and all these other Avengers movies, well, rule number one; your biggest battle cannot be in the first fifteen minutes. And last of all, if you're going to make these basic formulaic mistakes in making a movie...at least have the heart to make your music halfway decent.I have been jumped all over by the people I work with at the theater for not liking this movie. Granted, these are the people that loved Green Hornet, but that is for another day. Still, they believe Thor to be an excellent movie (even watching it in 2D...they don't like 3D) to such an extent that I am seen as insane not to like this. Strange, I think I heard that after Green Hornet as well. The truth is, I view movies as an art form, not just entertainment. I have the respect for my fellow artists not to expect anything but the best of them. So far, Hollywood is proving me wrong.","
            7/10
            "
"Padrion","24 April 2023","A lot of people seem to prefer Iron Man but for me as a big fantasy fan it was Thor who draw me into the MCU. I'd say of the early movies this was the most original and the one that I personally enjoyed the mostThe weird mix of Norse mythology and super hero tropes, science and magic, as silly as it is on closer inspection, works surprisingly well. Like all the early marvel movies it strikes a good balance between humor and drama. Thor's interaction with modern society is pure gold and his brother Loki is for sure one of the most fleshed out and interesting antagonists in the MCU.Some twists seem a little cheap, however, and the powers and limitations of each character aren't always clear, which may cause confusion and makes this movie fall just short of achieving true greatness.","
            4/10
            "
"masonsaul","18 July 2019","Thor is an incredible Marvel origin story. Chris Hemsworth is great as Thor and Tom Hiddleston is perfect as Loki. Natalie Portman, Stellan Skarsgård and Anthony Hopkins all give really good supporting performances. The action is really good and the CG is impressive. Kenneth Branagh's direction is excellent and the music by James Shearman and Patrick Doyle is fantastic. However, it's brought down by bad child actors in the beginning.","
            6/10
            "
"BeneCumb","22 July 2012","The first 20 minutes or so were even boring, then some events began to develop... Names like Branagh, Portman, Hopkins, Skarsgård, Russo are usually trademarks of sophistication and high quality, but their performance - at least to me - remained just above average, probably due to mediocre screenplay. All the main issues touched have been scrutinized in so many movies, that Thor became just another ""sparrow on the line""...Of course, as the budget was high, the donors and lenders seemed to want to act for certain: different races, genders and ages were carefully picked. However, technology used is state-of-the-art, fight scenes are carried out in a brilliant way. But the ending is nothing special.Worth watching, if you are a teen, or you have teenage children and are in need of a family event :)","
            8/10
            "
"jon.h.ochiai","8 May 2011","In the climactic battle of brother against brother, Loki (amazing Tom Hiddleston) confesses to Thor (commanding Chris Hemsworth), ""I never wanted to be King. I only wanted to be your equal!"" That arc captures the surprising greatness and ambition of Director Kenneth Branagh's ""Thor"". Branagh, who is known more for his Shakespearean adaptations, is an unlikely candidate for ""Thor"", based on the beloved Marvel superhero. However, here Branagh's Shakespearean sensibilities well serve ""Thor"". ""Thor"" is mesmerizing as it retells the Norse Mythology of Odin and Asgard. ""Thor"" tells the timeless story of sons vying for their father's love, and betrayal. ""Thor"" at its summit is classic Greek Tragedy, like the best comic book heroes. This is so unexpected given the numerous screen and story writers involved: Ashley Edward Miller, Zack Stentz, Don Payne, J. Michael Straczynski, and Mark Potosevich. The source material is the comic book by Stan Lee, Larry Lieber, and Jack Kirby.""Thor"" is defiantly engrossing. It is also so well acted with Academy Award Winners Anthony Hopkins as Odin and Natalie Portman as intrepid scientist Jane Foster. Both command gravitas, especially Hopkins. Rene Russo strongly plays Odin's wife devoted Frigga. Tom Hiddleston virtually steals the movie as the duplicitous Loki. He brilliantly balances villainy and tragedy. Idris Elba is powerful and noble as gold armored Gatekeeper Heimdall. Newcomer Chris Hemsworth is charismatic and surprisingly charming and funny. The dude is classically handsome with blonde mane and chiseled body. I had read how he trained for ""Thor""-- he looks amazing. He is a great action guy as he dispatches S.H.I.E.L.D. Agents like nothing. More impressive than his ripped abs, is his screen presence, and he holds his own with Hopkins. He and Hopkins have a visceral chemistry. In a touching scene Thor admits to his Father Odin, ""Someday perhaps, I shall make you proud"" In that moment I was reminded of Hopkins and Brad Pitt in ""Meet Joe Black"".In ""Thor"", Thor (Hemsworth) is a reckless, vain, and arrogant warrior and god. He is Odin's favorite son, and that wounds the very soul of his brother Loki (Hiddleston). Thor is next in line to King Odin. We learn from Norse mythology that Asgard maintains a truce with their mortal enemies the Frost Giants, lead by malevolent King Laufey (darkly seething Colm Feore), following a legendary battle with Odin. Outraged by terrorist interruption of his ascension Thor leads his loyal group of warriors along with Loki to engage the Frost Giants. His rashness threatens all out war in the Realms. Odin says, ""You are a vain greedy, cruel boy."" Thor strikes back, ""You are an old man, and a fool!"" Odin banishes his son Thor to Earth. His mighty hammer Mjollnir also plummets to the deserts of New Mexico—as we recall from ""Iron Man 2"". Only the one deserving to wield the power of Thor can raise the hammer. Scattered genius Dr. Jane Foster (Portman) literally crashes into earth bound Thor. Jane and her team, Erik (Stellen Skarsgard) and Darcy (funny Kat Dennings), have been tracking repeated cosmic disturbances in the desert.Geeky and klutzy Jane resists her attraction to the hunky Thor. Shocking. At the same time, the Government agency S.H.I.E.L.D. and Agent Coulson (deft straight man Clark Gregg) isolate Thor's hammer in a covert operation of grave national security. They also confiscate all of Jane's research. There is some funny fish out of water humor at Thor's expense. As much as Erik does not want to admit, all things point to the Norse God of Thunder. Thor gives his Viking word of honor to Jane, knowing that he endangers them both.Back in Asgard, the conflicted Loki is both beholding to and jealous of his brother. He so fiercely desires the love and approval of his father. Loki confirms the tragic betrayal from Odin, who then falls gravely ill. Hiddleston is powerful as Loki perpetuates a lie. He dearly loves his brother, but he cannot forgive his perceived betrayal. In this ""Thor"" soars. The weakness in ""Thor"" resides in the Earth bound story. Granted ""Thor"" is a predictable transformation and surrender of courage and humility. However, the love story of Thor and Jane is the least evolved. I think in the classic story of the Hero, Director Branagh intended this to be a source of power, but perhaps this got lost in the editing. What remains is still great and compelling. ""Thor"" is heroic tragedy with its tale of a Father's love, and brother's betrayal. Hopkins, Hemsworth, and Hiddleston are awesome in Branagh's Shakespearean rendering of ""Thor"".","
            9/10
            "
"grumpy-3","20 April 2011","firstly the 3d conversion is utterly pointless, makes the film look very wishy washy, now to the main complaints, this is a film about a super hero, well, he is actually Thor for about 12 minutes in a two hour movie. the rest of the time is spent in utter drivel, too much time on the human characters, we see Thor fly and use his hammer in one short action sequence at the start and again another one at the end, inbetween is boring relationship stuff and not good comedy, the actors are great the look is good, but please just stick to the comics. another origins story that we do not need, i grew up loving Thor probably my favourite of the marvel heroes, and wanted to see him being Thor, for most of this movie he has lost his powers and is actually almost secondary to the story, who writes this stuff, why do we need all this backstory rubbish, Star wars showed that you could jump straight in and the audience will get it. what a waste","
            8/10
            "
"kunalkhandwala","12 May 2011","The Norse God's arrival on Earth was imminent from the appearance of his hammer, Mjolnir at the end of 'IronMan 2' and director Kenneth Branagh presents The God of Thunder upon our humble planet while making it entertaining with fantastic scenes of the realm of Asgard and quirky moments of Thor adapting to life on Earth. But those who know of the arrogant, powerful and reckless son of Odin, the expectations of thunderous action would be greater than the might of the hammer as depicted in the movie. On the day of Thor's crowning as King, some frost giants mysteriously break into the secret chambers of Odin and upon such discovery, Thor ventures into their realm of Jotunheim to respond to their threat. Along with his friends, Thor wages a reckless war with the Jotuns, with Mjolnir swinging wildly at any adversary and Thor flying brutally through a monster's mouth; but it is Odin's wisdom that saves them at a crucial juncture. Annoyed with Thor's rash behaviour and to teach him a lesson, Odin sends him to Earth without his powers and it is on this humble planet, that Thor, in his powerless state, learns to respect life and calms down as an almighty. Jane Foster (Natalie Portman), who crashes into the fallen Thor in the middle of a stormy desert, cools his temperament and serves as Earth's cheesy interest for him. His foster brother, Loki, meanwhile, plans to usurp the throne of Asgard while Odin is lost in his sleep and unleash the frost giants upon the beautiful realm. It's up to the mighty Thor to re-gain his powers and return to Asgard to re-establish order and destroy its threats.Undeniably, Thor is an exciting adventure. From the spectacularly depicted realm of Asgard, to the brutal battle with the frost giants and through the funny moments of Thor's introduction to our planet, there is entertainment galore and with Chris Hemsworth's cheeky Norse-like persona, Thor is all the more enjoyable. However, there is one major element that disappoints. This is a movie about Thor - The God of Thunder. The almighty one who has fallen from Asgard into the correctional facility that is Earth. His nemesis include frost giants and the destroyer that is sent to Earth by the evil works of Loki but apart from their brief confrontations, there is a certain dearth of the mind- blowing action that we would expect. The Mjolnir is hardly put into use after the initial battle and thunder is never used upon Thor's commanding. While the anticipation for the climax grew, the realization that there wasn't any action to be enjoyed, was the film's most disappointing aspect. It just did not end on a high that would be worthy of a thunder God. Instead, Branagh's approach seemed to center around portraying Thor as the reckless hero who couldn't control his mighty powers with a short fuse. Hemsworth enacts that aspect brilliantly with a boyish charm. Branagh also takes the liberty to throw in some cheesy romance between Thor and Jane which just doesn't suit the Norse character. Natalie Portman blushes her way through awkward moments and the excitable ones. Hemsworth too, seems lost in those romantic escapades since even he cannot relate to the Thunder God indulging in the cheesiness. Anthony Hopkins, in his brief role as Odin blends rather well and so does Tom Hiddleston as Loki, the insecure and mischievous foster brother of Thor. It does seem impossible to overlook the inspiration for the battle sequence with the frost giants ('The Lord of The Rings'), the depiction of spectacular Asgard (Rivendell) and Odin's palace (Minas Tirith) but the result however, is simply astounding.Thor could've been a bigger, more thunderous epic but from a director with a Shakespearean background; this works. For what it's worth, Thor entertains in a wholesome manner with all the gorgeous effects, action and a superhero's helpless struggle being on Earth. Thundering into the summer box-office, Thor sets things up for S.H.I.E.L.D.'s 'Avengers Initiative' that is due next year and as the disclaimer in all superhero movies goes, ""wait till the end of credits."" 8.199 on a scale of 1-10.","
            8/10
            "
"thinker1691","12 February 2012","From the creative mind of Stan Lee who makes his usual Cameo appearance, there arises yet another of his comic book heroes, "" Thor "" the God of Thunder. In this segment, narrated by and starring Anthony Hopkins as Odin, we have the young God Thor ( Chris Hemsworth) learning that being fearless, strong and courageous is not all that is required of the next King of the mystical kingdom of Asgard. Instead he disobeys his father and institutes a new war with the Frost Giants. For this he is banished to Earth to learn some humility and restraint. There he meets Professor Selvig (Stellan Skarsgard, who we last seen in 'Red October'), his wife and Jane Foster. (Natalie Portman) While Thor is gone, Loki (Tom Hiddleston) his half brother usurps the throne and hopes to make Thor's banishment permanent. The entire film, (except for some rather cheesy characters who accompany Thor) is directed (rather well by the way) by Kenneth Branagh, is one incredible and fantastic visit to the Land of Odin. The sets, Costumes and the confrontations with the Frost Giants is nothing short of spectacular and worthy of Stan Lee Himself. Well worth a visit to the Theater and easily recommended. ****","
            1/10
            "
"dee.reid","21 May 2012","If you've seen the popular 1987 comedy ""Adventures in Babysitting,"" then you don't need to know what the title of that comment means. But I'm going to tell you anyway: I have to give the little girl in that movie some credit because she's got some original tastes - rather than idolizing something obvious like Batman or Spider-Man or Superman, she chose the lesser-known Marvel Comics superhero Thor.Thor, or The Mighty Thor, is not one of my favorite superheroes. While I consider myself a Marvel Comics reader more than any other comic book publisher - readers familiar of my reviews will note that I'm an avid Spider-Man fan - Thor is nonetheless an interesting Marvel Comics character to me because he's so different from other comic book superheroes, for one simple fact: he's a god. And not just any god, he's the God of Thunder in Norse mythology - re-interpreted as a comic book superhero. His comic book equals could possibly be Superman (of DC Comics, Marvel Comics' chief rival) or even the Silver Surfer (another popular Marvel Comics superhero) - although astute comic book readers will note that Superman and the Silver Surfer are actually aliens, not gods, but are still quite just as powerful (it'll be interesting to see a fight between the three, though).Stan Lee, his brother Larry Lieber and the legendary, late, great Jack Kirby were the trio of well-known Marvel Comics personalities who brought Thor to life in 1962, debuting in the issue ""Journey into Mystery #83."" 49 years later, that British thespian/director Kenneth Branagh brought The Mighty Thor to life in his own movie, ""Thor,"" to add the mighty Norse god to the current crop of special effects-laden superhero movies.For the most part, Branagh succeeds. Marvel's superheroes were always noteworthy for being outsiders, freaks and misfits, so where does The Mighty Thor - a god, remember - fit into that mold? Well, the movie does a good job of representing his origins: the mighty God of Thunder (played by Australian newbie Chris Hemsworth), is exiled from his home-world of Asgard to planet Earth by his father Odin (Anthony Hopkins), in the hopes that his son will learn a lesson in humility. (I'll just go ahead and say that Stan Lee chose his character's flaws rather well: he's one of the first superheroes whose personal dilemma is to learn a lesson and not just any lesson, but a lesson in power and responsibility.) It goes without saying that Thor is arrogant and reckless, nearly bringing Asgard to war with the neighboring realm of the Frost Giants, Jutenheim.Arriving on Earth stripped of his powers, he must now learn what it truly takes to be a hero and to be responsible for his actions. He's discovered by a trio of scientists in the New Mexico desert - Jane Foster (Natalie Portman, hot off her Oscar-win for ""Black Swan""), Dr. Eric Selvig (Stellan Skarsgard), and Darcy Lewis (Kat Dennings) - and they befriend him. It is through his encounters with them that Thor develops a deep fondness and admiration for the human race (in particularly Jane, his would-be love interest) and once he regains his powers - granted to him mostly by the mighty hammer Mjornir - he must eventually combat his traitorous adopted brother Loki (Tom Hiddleston), who seeks the throne of Asgard for himself.I'll say that ""Thor,"" like most blockbuster superhero movies of late, is a breathtaking wall-to-wall action flick. If anything else, this movie also got me interested in learning more about Thor and the world he lives in. Although the movie starts off rather slowly and alternates a lot between Earth and Asgard (thereby creating an unwelcome case of vertigo at times), it keeps your attention throughout. While also not too deep or intelligent as it could be (as it should be), Chris Hemsworth proves to be a capable God of Thunder. Stripped of his abilities and forced to learn that ages-old Marvel adage (""With great power, there must also come great responsibility"") - and also making an unusually quick adjustment to life on Earth (one of the film's key weaknesses, I feel) - only then can he once again become The Mighty Thor!Newly-minted Oscar-winner Natalie Portman is serviceable as Jane Foster (she did go to Harvard, after all), but I do feel that she is somewhat under-used, as is Stellan Skarsgard, whose Eric Selvig is also quite familiar with the legends of the classic Thor from his childhood. Thor's close friends and fellow Asgardians - his homeboys Volstagg (Ray Stevenson), Hogun (Tadanobu Asano), Fandral (Joshua Dalls), and home-girl Sif (Jaimie Alexander) - also provide Thor with some much-needed back-up on Earth when Loki's forces threaten our planet. And speaking of Loki, I believe that it is Tom Hiddleston who delivers the film's most complex and emotional performance as the son desperate to earn his father's love and respect, even if he has to wipe out all life on two worlds to make it so. So in that regard, he seems like such a worthy opponent to Thor.I enjoyed ""Thor"" for what it was, a worthy summer blockbuster comic book superhero adaptation. Even if it wasn't as deep or as involving as it could have been, it does serve as a build-up, yet another piece of the puzzle that will eventually lead to 2012's all-out superhero-fest ""The Avengers.""8/10","
            8/10
            "
